0,0,0,18.915,18.915
2.995,0,0,18.915,18.915
6,100,0,18.915,19.404
8.997,100,0,19.404,18.426
11.996,100,0,19.404,18.915
14.993,100,0,19.404,18.915
17.985,100,0,20.381,19.404
20.987,100,0,20.381,18.915
23.985,100,0,20.87,18.915
26.987,100,0,21.848,18.915
29.978,100,0,21.848,18.915
32.978,100,0,23.314,18.915
35.975,100,0,24.291,19.892
38.976,100,0,24.78,19.404
41.976,100,0,25.269,19.404
44.976,100,0,26.246,19.404
47.97,100,0,27.224,19.404
50.975,100,0,27.713,19.404
53.965,100,0,28.69,19.892
56.956,100,0,29.179,19.892
59.947,100,0,30.156,19.892
62.948,100,0,31.134,19.892
65.94,100,0,32.111,19.892
68.943,100,0,32.111,20.381
71.944,100,60,33.089,20.381
74.935,100,60,33.578,20.87
77.935,100,60,34.066,20.381
80.939,100,60,35.044,20.87
83.943,100,60,36.022,20.87
86.945,100,60,36.999,22.336
89.944,100,60,37.488,21.848
92.941,100,60,38.465,22.336
95.946,100,60,38.954,23.314
98.945,100,60,39.932,22.825
101.94,100,60,40.909,23.314
104.94,100,60,41.398,24.291
107.95,100,60,41.887,23.803
110.95,100,60,42.375,24.291
113.95,100,60,43.353,24.78
116.95,100,60,43.842,25.269
119.95,100,60,44.819,26.246
122.94,100,60,45.308,26.735
125.94,100,60,45.797,27.224
128.94,100,60,46.774,27.713
131.94,100,60,47.263,27.224
134.94,100,60,47.752,28.201
137.94,100,60,48.24,28.201
140.94,100,60,48.729,28.201
143.93,100,60,49.218,28.69
146.93,20,60,49.707,28.69
149.94,20,60,50.684,30.156
152.93,20,60,50.196,29.668
155.93,20,60,50.684,31.134
158.93,20,60,51.173,31.134
161.93,20,60,51.173,30.645
164.93,20,60,51.173,32.111
167.92,20,60,50.684,31.623
170.92,20,60,51.173,31.623
173.92,20,60,51.173,32.111
176.91,20,60,50.684,33.578
179.91,20,60,50.196,33.578
182.9,20,60,49.707,33.089
185.91,20,60,50.196,34.555
188.9,20,60,49.707,34.066
191.9,20,60,49.218,33.578
194.9,20,60,49.218,34.555
197.9,20,60,49.218,34.555
200.89,20,60,48.24,35.533
203.88,20,60,48.729,36.022
206.89,20,60,47.752,36.51
209.89,20,60,48.24,36.51
212.89,20,60,47.263,36.51
215.88,20,60,47.263,36.022
218.88,20,60,47.263,36.022
221.87,20,100,47.263,36.51
224.87,20,100,46.774,36.51
227.86,20,100,46.285,36.999
230.85,20,100,45.797,38.465
233.85,20,100,45.797,38.465
236.84,20,100,44.819,38.465
239.83,20,100,45.308,38.954
242.83,20,100,45.308,38.954
245.83,20,100,44.819,38.954
248.83,20,100,44.819,38.954
251.83,20,100,44.33,38.954
254.83,20,100,43.842,39.443
257.83,20,100,43.842,40.42
260.84,20,100,43.842,39.932
263.83,20,100,43.842,41.398
266.83,20,100,43.353,40.42
269.83,20,100,43.842,40.42
272.81,20,100,43.353,41.887
275.82,20,100,42.864,41.398
278.81,20,100,42.864,41.887
281.81,20,100,42.864,42.864
284.8,20,100,42.864,43.842
287.81,20,100,42.864,42.375
290.8,20,100,42.375,42.864
293.8,20,100,42.375,43.842
296.8,80,100,42.375,43.353
299.8,80,100,42.375,44.33
302.79,80,100,42.375,44.819
305.78,80,100,42.375,44.33
308.78,80,100,42.864,44.33
311.77,80,100,42.864,44.819
314.77,80,100,42.864,45.797
317.77,80,100,43.842,45.797
320.77,80,100,43.842,45.797
323.76,80,100,44.33,45.308
326.76,80,100,44.33,46.285
329.76,80,100,44.819,46.285
332.75,80,100,44.819,46.774
335.76,80,100,45.308,45.797
338.75,80,100,46.285,46.774
341.75,80,100,46.774,47.752
344.75,80,100,47.263,47.752
347.75,80,100,47.752,47.752
350.74,80,100,47.263,46.774
353.75,80,100,48.24,46.774
356.74,80,100,48.24,48.24
359.73,80,100,49.218,48.729
362.73,80,100,49.218,48.24
365.72,80,100,49.707,48.729
368.72,80,100,49.707,49.218
371.72,80,25,50.684,48.729
374.72,80,25,50.684,48.729
377.71,80,25,51.662,48.729
380.7,80,25,51.662,48.729
383.69,80,25,51.662,49.218
386.7,58.377,25,52.151,48.729
389.69,58.377,25,53.128,48.729
392.69,58.377,25,53.128,48.729
395.69,58.377,25,53.617,49.707
398.68,58.377,25,53.617,48.24
401.68,58.377,43.003,54.106,48.24
404.68,58.377,43.003,54.106,48.24
407.67,58.377,43.003,54.106,48.24
410.67,58.377,43.003,54.594,47.752
413.66,58.377,43.003,54.594,47.752
416.66,42.887,43.003,54.594,48.24
419.65,42.887,43.003,54.594,47.752
422.65,42.887,43.003,55.083,47.263
425.64,42.887,43.003,55.083,47.263
428.63,42.887,43.003,55.083,47.263
431.63,42.887,91.996,54.594,48.24
434.63,42.887,91.996,55.083,47.263
437.64,42.887,91.996,55.083,47.263
440.64,42.887,91.996,55.083,47.752
443.65,42.887,91.996,54.594,48.24
446.65,83.196,91.996,55.083,47.752
449.65,83.196,91.996,55.083,48.729
452.65,83.196,91.996,54.594,47.752
455.64,83.196,91.996,55.083,47.752
458.64,83.196,91.996,55.083,47.263
461.64,83.196,39.033,54.594,48.729
464.63,83.196,39.033,55.083,48.24
467.62,83.196,39.033,55.083,47.752
470.62,83.196,39.033,55.572,47.752
473.62,83.196,39.033,55.572,47.752
476.61,23.134,39.033,56.061,47.263
479.61,23.134,39.033,56.549,47.263
482.6,23.134,39.033,56.549,48.24
485.6,23.134,39.033,56.549,47.263
488.6,23.134,39.033,56.549,47.263
491.6,23.134,92.341,56.549,47.752
494.6,23.134,92.341,56.061,47.263
497.6,23.134,92.341,56.061,49.218
500.6,23.134,92.341,55.572,47.752
503.6,23.134,92.341,55.572,47.752
506.61,71.455,92.341,55.572,48.24
509.61,71.455,92.341,55.083,47.752
512.6,71.455,92.341,54.594,48.24
515.61,71.455,92.341,54.594,49.218
518.6,71.455,92.341,55.083,48.24
521.6,71.455,79.074,55.083,48.24
524.59,71.455,79.074,54.106,48.729
527.59,71.455,79.074,55.083,48.24
530.59,71.455,79.074,55.083,49.707
533.59,71.455,79.074,54.594,48.729
536.58,15.348,79.074,55.083,48.729
539.57,15.348,79.074,55.083,48.729
542.57,15.348,79.074,55.083,48.729
545.57,15.348,79.074,55.572,49.707
548.57,15.348,79.074,55.083,49.218
551.56,15.348,79.074,55.083,48.729
554.55,15.348,25,55.083,48.729
557.55,15.348,25,54.594,48.729
560.54,15.348,25,54.594,48.729
563.54,15.348,25,54.106,49.218
566.54,15.348,25,53.617,49.707
569.54,80,25,54.106,48.729
572.55,80,25,53.617,49.218
575.55,80,25,53.128,48.729
578.54,80,25,53.128,48.24
581.53,80,25,52.639,48.729
584.53,80,25,53.128,49.218
587.52,80,25,53.617,48.24
590.52,80,25,53.128,48.24
593.52,80,25,53.617,47.752
596.51,80,25,53.617,47.752
